student_id,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,projects,certifications,technical_skills,aptitude_score,communication_score,attendance,placed,company,package_lpa,placement_year
S0484,Civil,6.64,72.11,62.22,0,2,5,1,6,43.22,79.56,80.07,1,Tech Mahindra,5.6,2025
S0485,Computer,8.34,68.03,90.69,0,3,1,2,7,70.06,64.41,96.05,1,Cognizant,8.15,2025
S0486,Electronics,9.04,57.82,66.86,0,1,1,1,1,62.5,55.72,70.43,0,Not Placed,0.0,2026
S0487,Computer,8.81,64.81,74.74,2,0,2,3,3,77.55,98.77,94.71,1,Cognizant,9.39,2026
S0488,Electronics,8.99,65.6,52.28,0,1,5,2,6,87.62,87.83,85.77,0,Not Placed,0.0,2025
S0489,Mechanical,7.18,75.82,69.18,0,0,3,1,8,56.84,58.11,60.81,0,Not Placed,0.0,2024
S0490,IT,9.09,87.14,87.46,1,1,3,3,3,73.41,90.85,88.99,1,Infosys,11.52,2025
S0491,Computer,5.6,75.37,86.25,0,1,1,2,8,82.52,85.54,61.42,1,Infosys,10.36,2024
S0492,Civil,7.72,57.49,60.09,1,1,0,2,7,48.07,57.82,99.9,1,Capgemini,9.21,2026
S0493,Mechanical,5.03,96.18,60.17,0,0,4,2,6,88.84,65.59,94.91,1,Wipro,5.95,2026
S0494,Computer,6.62,95.54,86.78,0,0,1,0,7,76.37,51.16,71.89,0,Not Placed,0.0,2024
S0495,Civil,6.83,88.76,91.87,0,1,3,2,8,96.97,46.66,70.3,1,Wipro,11.82,2025
S0496,Computer,6.98,97.63,54.29,1,3,5,1,8,60.37,83.37,75.26,1,Cognizant,5.59,2024
S0497,Electronics,8.48,78.41,70.25,1,1,2,4,6,46.49,56.05,74.25,1,Capgemini,7.25,2026
S0498,Computer,6.94,96.4,65.19,0,1,3,3,7,70.39,89.2,74.89,1,Tech Mahindra,8.35,2026
S0499,Computer,7.24,58.25,89.18,0,2,1,2,1,45.15,99.74,72.73,0,Not Placed,0.0,2024
S0500,Computer,6.19,70.72,53.76,4,1,3,1,3,98.17,44.6,84.85,0,Not Placed,0.0,2025
S0501,Mechanical,6.87,64.69,59.5,0,0,1,1,6,42.32,68.38,66.57,0,Not Placed,0.0,2026
S0502,Computer,6.14,63.42,83.86,0,1,4,1,1,85.21,88.12,93.84,1,Cognizant,3.4,2024
S0503,Civil,5.37,61.05,52.31,2,0,2,2,2,71.51,87.34,92.5,0,Not Placed,0.0,2025
S0504,Electronics,8.02,81.76,72.16,1,3,3,1,7,62.12,85.6,79.06,1,Tech Mahindra,8.13,2025
S0505,Electronics,8.34,88.6,69.89,0,0,3,2,5,43.95,60.94,94.11,1,TCS,10.01,2024
S0506,Computer,8.1,79.87,65.05,1,1,1,0,6,77.33,67.23,69.89,0,Not Placed,0.0,2024
S0507,Mechanical,7.32,61.32,67.76,2,0,4,5,4,75.11,75.7,60.7,0,Not Placed,0.0,2026
S0508,Mechanical,6.9,89.88,73.85,0,0,2,0,1,56.85,98.44,84.77,0,Not Placed,0.0,2026
S0509,Civil,9.32,82.35,57.26,0,2,3,4,1,94.61,59.65,78.32,1,Deloitte,6.86,2025
S0510,Computer,7.6,71.69,75.74,0,0,1,4,6,58.25,95.39,82.69,1,Capgemini,10.19,2025
S0511,Electronics,7.4,83.99,86.24,3,0,3,2,8,66.98,56.16,95.97,1,Wipro,9.52,2026
S0512,Mechanical,5.13,66.18,84.21,1,1,1,3,1,72.63,99.34,98.8,0,Not Placed,0.0,2025
S0513,Computer,6.71,69.84,56.93,0,0,2,1,2,46.01,80.22,85.38,0,Not Placed,0.0,2024
S0514,Mechanical,6.9,94.45,56.72,2,0,2,2,1,95.93,67.81,90.56,0,Not Placed,0.0,2024
S0515,Mechanical,6.99,67.49,62.07,0,2,4,1,5,62.47,76.8,63.35,1,Wipro,6.58,2026
S0516,Electronics,7.9,75.21,66.25,0,2,2,1,5,44.85,56.35,66.43,1,Deloitte,3.55,2024
S0517,IT,7.67,93.28,68.38,0,3,4,2,8,63.24,56.45,89.33,0,Not Placed,0.0,2024
S0518,Civil,8.04,85.43,80.59,0,2,4,2,7,76.01,46.81,77.25,1,Tech Mahindra,11.98,2025
S0519,Civil,8.82,57.67,52.55,2,1,1,2,7,70.82,46.84,77.84,1,TCS,7.23,2024
S0520,Electronics,9.06,61.33,51.56,0,0,3,1,8,81.67,60.86,72.34,1,Capgemini,11.43,2026
S0521,Mechanical,8.59,55.34,67.64,1,2,1,1,4,43.33,85.77,84.29,1,Cognizant,5.25,2026
S0522,Computer,9.78,82.13,81.37,0,2,2,0,2,57.07,76.48,67.41,1,TCS,5.11,2024
S0523,Mechanical,5.09,74.25,58.7,0,2,4,0,5,89.15,46.16,85.08,0,Not Placed,0.0,2024
S0524,Electronics,5.98,60.77,78.87,4,1,3,1,8,44.79,91.13,66.95,0,Not Placed,0.0,2026
S0525,Civil,5.04,96.19,61.69,0,0,3,0,6,91.33,76.08,62.55,1,Accenture,10.29,2025
S0526,Mechanical,8.24,77.78,89.87,0,2,2,0,3,45.51,97.65,73.21,0,Not Placed,0.0,2026
S0527,Civil,9.49,65.4,90.31,0,2,2,3,3,90.07,80.21,69.25,1,Deloitte,5.13,2025
S0528,Computer,6.22,76.53,63.38,2,3,1,0,3,61.65,50.51,95.56,0,Not Placed,0.0,2025
S0529,Civil,9.64,84.22,60.35,0,0,4,2,7,76.73,68.43,62.2,1,Tech Mahindra,5.04,2026
S0530,Civil,5.3,58.28,68.51,0,0,3,1,6,49.17,78.91,67.06,0,Not Placed,0.0,2025
S0531,IT,9.67,66.81,60.82,0,0,4,4,1,43.97,41.7,81.95,0,Not Placed,0.0,2025
S0532,IT,6.76,89.7,80.26,0,2,2,2,6,52.96,40.89,79.24,0,Not Placed,0.0,2026
S0533,IT,5.51,74.77,87.17,1,0,2,1,1,47.67,47.76,61.83,0,Not Placed,0.0,2026
S0534,Civil,7.43,78.5,80.29,0,0,2,2,3,58.74,55.1,60.29,0,Not Placed,0.0,2026
S0535,Electronics,6.28,73.61,87.1,0,3,0,1,4,70.86,65.77,99.52,0,Not Placed,0.0,2026
S0536,Civil,6.42,56.89,67.86,0,0,2,2,4,75.33,69.25,86.35,1,Deloitte,7.75,2025
S0537,Electronics,6.54,62.13,57.03,0,2,4,0,8,87.39,48.28,74.62,0,Not Placed,0.0,2025
S0538,Electronics,9.02,74.16,83.21,3,1,4,5,1,79.37,80.4,78.82,0,Not Placed,0.0,2024
S0539,IT,7.7,63.99,66.22,0,2,3,1,3,76.53,75.77,70.66,0,Not Placed,0.0,2026
S0540,Mechanical,6.56,57.15,80.21,4,1,3,1,6,64.71,57.67,73.79,0,Not Placed,0.0,2024
S0541,Computer,8.05,91.28,62.18,0,3,0,3,4,68.43,40.82,85.96,0,Not Placed,0.0,2024
S0542,IT,8.58,97.19,53.66,0,3,4,1,1,64.87,44.66,95.31,0,Not Placed,0.0,2026
S0543,IT,6.36,89.11,94.67,2,0,0,3,8,90.53,63.5,67.37,0,Not Placed,0.0,2025
S0544,Mechanical,7.07,91.71,57.03,0,0,5,2,6,53.8,49.24,93.61,0,Not Placed,0.0,2024
S0545,Computer,5.61,65.41,94.48,1,0,3,3,3,40.34,62.61,64.86,0,Not Placed,0.0,2025
S0546,Civil,5.91,96.31,93.98,4,1,2,0,2,79.08,77.69,68.6,0,Not Placed,0.0,2025
S0547,Civil,8.41,63.47,85.72,0,2,5,3,3,52.15,72.83,61.49,1,Accenture,7.83,2025
S0548,IT,5.91,95.91,79.67,0,1,0,3,7,93.41,53.87,65.63,1,TCS,11.18,2024
S0549,Computer,7.63,97.78,76.0,1,1,3,1,3,91.54,60.63,96.69,1,Infosys,4.43,2024
S0550,IT,8.55,85.6,88.97,0,0,3,0,8,44.6,76.84,78.38,0,Not Placed,0.0,2025
S0551,Electronics,5.53,97.19,63.02,0,2,2,1,6,46.38,91.65,63.11,0,Not Placed,0.0,2025
S0552,IT,7.84,79.49,71.05,0,3,2,5,8,69.71,85.19,98.39,1,Deloitte,11.37,2024
S0553,IT,6.28,66.16,77.87,0,0,3,1,6,76.55,73.2,95.16,0,Not Placed,0.0,2025
S0554,Civil,9.81,73.79,68.5,1,1,4,2,5,56.49,61.74,90.19,1,Tech Mahindra,11.77,2025
S0555,Civil,7.42,80.52,69.24,0,0,0,0,5,83.01,61.9,97.34,1,Infosys,4.85,2024
S0556,Civil,9.03,58.14,64.86,0,1,5,1,6,75.69,92.77,68.81,1,Deloitte,9.17,2026
S0557,Electronics,7.75,81.76,75.39,0,1,1,2,6,59.49,42.35,93.45,0,Not Placed,0.0,2026
S0558,Civil,5.22,97.19,88.28,0,0,2,5,2,41.52,99.28,87.6,0,Not Placed,0.0,2024
S0559,Computer,8.17,63.17,59.07,0,1,2,2,2,85.01,79.86,94.79,0,Not Placed,0.0,2024
S0560,Mechanical,9.76,89.08,92.05,1,0,0,3,3,52.89,80.87,91.88,0,Not Placed,0.0,2025
S0561,Computer,8.01,94.04,81.01,0,1,1,2,8,90.07,42.28,73.86,1,Deloitte,8.77,2026
S0562,Computer,9.1,95.58,87.05,1,1,5,0,7,65.22,76.33,90.98,1,Tech Mahindra,6.81,2026
S0563,Civil,9.42,96.29,75.03,2,0,2,1,8,74.62,69.09,70.5,1,Wipro,7.07,2025
S0564,Mechanical,6.14,77.42,85.08,0,2,1,2,4,92.38,46.35,73.14,0,Not Placed,0.0,2026
S0565,Mechanical,6.06,97.02,50.73,0,2,1,5,8,91.82,56.68,64.32,0,Not Placed,0.0,2026
S0566,Mechanical,8.05,87.56,86.83,0,1,4,4,7,62.29,93.42,97.4,1,TCS,6.13,2025
S0567,Electronics,7.06,61.95,51.81,0,0,4,1,2,52.53,73.0,71.64,0,Not Placed,0.0,2024
S0568,Civil,9.2,75.51,90.05,2,2,2,1,3,86.51,64.8,80.82,1,Wipro,11.68,2025
S0569,Mechanical,9.5,85.89,94.64,2,3,0,1,7,65.98,44.36,75.65,1,Tech Mahindra,4.2,2024
S0570,Electronics,6.77,65.64,63.23,0,0,2,4,8,51.52,82.85,98.4,1,Infosys,10.07,2024
S0571,IT,6.18,82.55,59.46,0,0,1,4,1,94.27,82.17,73.4,0,Not Placed,0.0,2026
S0572,IT,8.9,83.66,84.44,3,0,1,3,5,51.89,76.84,91.14,0,Not Placed,0.0,2024
S0573,Electronics,6.37,62.0,61.39,3,1,2,1,7,41.55,70.62,94.22,0,Not Placed,0.0,2024
S0574,Electronics,9.11,79.3,88.95,0,0,2,2,4,41.22,66.03,77.42,1,TCS,4.42,2026
S0575,Civil,7.12,88.18,54.63,0,1,3,2,3,77.34,75.6,75.13,1,Wipro,10.99,2025
S0576,Civil,8.34,76.45,55.67,0,1,2,1,7,79.7,54.0,89.91,1,TCS,4.41,2024
S0577,IT,5.48,55.52,94.06,3,1,5,2,6,58.66,96.48,96.52,0,Not Placed,0.0,2025
S0578,Mechanical,8.12,55.39,80.32,0,1,5,0,8,59.2,75.33,90.2,0,Not Placed,0.0,2024
S0579,IT,7.26,70.35,88.11,0,1,3,0,1,60.37,58.67,69.09,0,Not Placed,0.0,2024
S0580,Mechanical,7.93,94.83,64.59,0,1,2,4,5,80.81,66.98,95.53,1,Capgemini,8.09,2026
S0581,Mechanical,5.84,64.83,80.44,0,0,2,3,1,43.49,88.34,75.5,0,Not Placed,0.0,2024
S0582,Civil,8.68,82.28,76.74,0,0,2,1,3,95.75,49.7,83.05,1,Infosys,9.35,2026
S0583,Computer,9.31,64.55,77.14,4,2,4,2,8,53.35,57.57,93.26,1,Deloitte,6.96,2024
S0584,Computer,6.08,68.83,80.71,0,0,3,1,2,99.98,80.77,67.54,0,Not Placed,0.0,2026
S0585,Electronics,5.48,91.47,75.89,0,2,4,3,5,50.29,58.93,91.38,0,Not Placed,0.0,2026
S0586,Civil,5.12,86.34,69.31,0,3,5,3,8,86.29,87.55,83.85,0,Not Placed,0.0,2026
S0587,Mechanical,8.21,59.1,62.42,0,0,2,3,1,53.4,47.83,95.73,1,Wipro,3.51,2025
S0588,Computer,8.04,73.43,84.59,0,1,3,3,2,44.85,85.76,66.88,0,Not Placed,0.0,2026
S0589,Mechanical,7.73,56.25,60.18,0,1,1,1,4,92.5,44.1,76.83,0,Not Placed,0.0,2026
S0590,Computer,6.16,75.68,81.16,0,2,2,1,3,91.53,40.76,93.31,1,Cognizant,5.27,2026
S0591,Computer,6.95,83.48,60.5,0,3,2,2,3,64.21,93.89,60.77,0,Not Placed,0.0,2024
S0592,Computer,7.97,60.1,78.14,0,2,2,1,5,82.14,74.88,64.49,1,Tech Mahindra,7.99,2024
S0593,Civil,7.48,67.42,83.62,0,0,4,3,1,73.42,61.11,99.62,0,Not Placed,0.0,2024
S0594,IT,9.94,72.11,59.84,3,1,1,1,4,91.18,53.96,71.22,1,Accenture,8.42,2024
S0595,Mechanical,5.68,94.54,52.7,3,1,3,0,6,58.9,77.01,99.02,0,Not Placed,0.0,2026
S0596,Civil,8.48,97.71,55.89,0,1,3,1,5,71.42,70.54,67.3,1,Tech Mahindra,4.45,2026
S0597,Civil,7.02,56.93,77.27,0,0,3,5,8,69.12,99.5,74.44,0,Not Placed,0.0,2025
S0598,Civil,7.14,87.72,88.23,2,0,2,1,6,61.23,98.99,90.11,0,Not Placed,0.0,2025
S0599,Civil,8.59,70.98,52.02,0,2,4,2,5,93.49,78.1,86.31,1,Infosys,6.79,2024
S0600,Civil,8.46,71.88,83.04,1,1,3,1,1,49.95,66.57,83.24,1,TCS,8.73,2024
S0601,Electronics,9.96,87.43,65.36,3,0,2,0,4,48.97,69.47,81.2,0,Not Placed,0.0,2025
S0602,Mechanical,5.64,94.49,71.53,0,1,1,2,1,74.61,80.95,93.74,0,Not Placed,0.0,2026
S0603,Civil,5.52,95.89,91.8,0,2,3,3,3,79.45,46.09,69.4,0,Not Placed,0.0,2025
S0604,Mechanical,8.62,79.82,64.94,3,2,4,2,6,51.68,59.7,77.7,0,Not Placed,0.0,2026
S0605,Electronics,7.89,70.36,70.94,0,0,3,4,2,63.44,44.52,66.22,0,Not Placed,0.0,2025
S0606,Electronics,6.37,88.86,50.62,0,0,4,1,7,96.79,44.4,83.84,0,Not Placed,0.0,2026
S0607,Mechanical,5.4,65.79,53.67,0,0,3,0,8,54.8,51.75,70.02,0,Not Placed,0.0,2024
S0608,Computer,5.43,79.26,61.64,0,3,1,4,3,80.1,69.12,73.35,0,Not Placed,0.0,2025
S0609,IT,9.47,70.42,51.25,1,1,0,1,3,84.41,87.09,78.85,1,Cognizant,11.89,2024
S0610,Computer,5.96,83.24,78.41,1,1,2,2,6,66.89,69.13,61.07,0,Not Placed,0.0,2025
S0611,Computer,6.62,65.34,69.19,4,1,3,3,8,96.25,60.13,63.68,0,Not Placed,0.0,2025
S0612,Computer,6.13,63.24,74.67,0,1,4,1,5,84.2,44.94,87.44,0,Not Placed,0.0,2026
S0613,Civil,6.77,94.48,57.86,0,2,2,3,3,67.48,73.02,77.16,1,Infosys,10.21,2024
S0614,Electronics,5.35,59.38,63.32,0,1,3,0,7,74.16,56.28,94.59,1,Tech Mahindra,3.45,2024
S0615,Computer,7.6,76.76,79.87,0,0,2,1,4,81.56,76.9,87.79,0,Not Placed,0.0,2026
S0616,Electronics,5.34,64.5,93.44,0,0,2,0,3,75.53,98.63,60.32,0,Not Placed,0.0,2025
S0617,Mechanical,9.0,56.67,52.27,4,1,2,3,4,92.72,46.68,84.67,0,Not Placed,0.0,2025
S0618,IT,6.17,56.55,90.07,2,3,1,1,1,61.41,52.73,63.75,0,Not Placed,0.0,2026
S0619,Mechanical,7.7,62.53,75.96,0,0,1,3,8,57.99,68.39,91.24,1,Cognizant,5.4,2025
S0620,Mechanical,9.4,92.27,75.38,0,2,1,4,5,52.83,98.12,99.66,1,Capgemini,11.48,2026
S0621,Civil,8.25,67.15,72.51,0,2,1,2,4,42.27,86.31,81.25,1,TCS,8.24,2026
S0622,IT,7.66,95.87,53.12,0,0,0,2,3,42.58,93.89,87.31,0,Not Placed,0.0,2026
S0623,Mechanical,6.62,80.01,54.04,1,0,3,2,5,92.2,60.02,69.49,0,Not Placed,0.0,2026
S0624,Mechanical,6.67,73.77,77.04,0,0,2,1,7,80.7,99.52,77.5,1,Deloitte,8.18,2024
S0625,IT,8.35,79.94,65.34,4,2,5,2,5,79.63,46.17,94.24,0,Not Placed,0.0,2025
S0626,IT,9.97,77.22,91.28,0,0,1,2,4,76.88,43.18,66.7,1,Accenture,11.88,2026
S0627,Mechanical,8.31,87.63,68.3,0,1,2,5,8,90.95,91.34,70.62,1,TCS,4.42,2024
S0628,IT,7.79,67.15,56.45,1,1,2,4,4,68.82,95.64,77.82,1,Capgemini,7.16,2026
S0629,Mechanical,8.65,70.18,82.16,0,2,0,4,2,92.22,45.44,88.49,1,Infosys,7.05,2026
S0630,Mechanical,7.33,93.45,63.2,0,0,4,4,2,61.57,46.81,75.04,0,Not Placed,0.0,2026
S0631,Civil,5.3,95.7,73.65,0,1,0,2,5,95.6,41.99,97.11,0,Not Placed,0.0,2025
S0632,Computer,7.81,93.38,81.4,0,1,5,2,6,81.92,46.27,63.78,1,Capgemini,10.95,2024
S0633,Mechanical,9.79,73.04,90.51,1,1,4,4,8,55.43,52.57,74.83,0,Not Placed,0.0,2025
S0634,Electronics,5.88,88.56,85.65,0,2,3,1,6,73.85,98.2,88.36,1,Accenture,9.15,2024
S0635,Computer,8.45,75.48,80.44,1,0,3,5,2,71.98,80.07,69.04,1,Wipro,4.11,2026
S0636,Computer,6.0,76.39,80.58,0,2,3,1,3,48.27,86.71,86.26,0,Not Placed,0.0,2026
S0637,Computer,7.68,63.8,92.57,0,1,2,2,1,75.47,86.57,66.57,1,Infosys,9.04,2026
S0638,Civil,5.48,80.42,63.31,1,1,3,3,5,58.89,72.1,62.24,0,Not Placed,0.0,2025
S0639,Mechanical,7.25,63.0,50.05,0,1,0,5,1,43.14,87.85,64.84,0,Not Placed,0.0,2024
S0640,Civil,8.78,69.26,62.24,0,1,1,1,2,96.92,75.75,97.2,1,Tech Mahindra,6.13,2025
S0641,Mechanical,6.74,91.77,59.81,0,0,3,3,4,78.49,58.87,82.07,0,Not Placed,0.0,2025
S0642,Civil,8.32,63.9,79.78,0,1,3,2,7,92.62,73.67,91.85,1,Cognizant,3.41,2025
S0643,Civil,8.98,58.06,78.52,0,1,4,1,5,80.56,72.01,73.31,1,Cognizant,11.91,2025
S0644,Electronics,9.64,57.97,76.71,0,1,1,3,2,61.42,89.41,83.71,1,Tech Mahindra,11.95,2025
S0645,Civil,6.17,95.45,50.73,0,0,4,2,8,70.76,98.9,79.8,0,Not Placed,0.0,2025
S0646,IT,7.0,76.8,82.8,0,3,2,2,3,80.54,64.66,97.83,0,Not Placed,0.0,2026
S0647,Electronics,5.76,72.6,64.56,3,1,2,1,7,97.62,85.8,89.9,0,Not Placed,0.0,2025
S0648,Civil,9.96,89.87,79.93,0,0,2,2,5,55.22,45.99,89.22,1,Wipro,9.97,2026
S0649,Computer,9.64,90.94,75.05,2,1,2,2,5,92.5,86.61,61.85,1,TCS,3.51,2024
S0650,IT,7.7,69.28,65.42,0,2,1,1,8,95.44,62.29,81.99,1,TCS,6.14,2025
S0651,IT,9.21,84.83,56.06,0,2,3,0,6,80.22,42.36,78.68,1,Wipro,10.01,2024
S0652,IT,7.6,88.16,54.25,2,1,4,5,4,95.88,61.79,97.11,1,Deloitte,5.42,2026
S0653,Electronics,8.12,83.15,87.42,0,2,2,2,5,63.87,76.64,70.29,0,Not Placed,0.0,2025
S0654,Civil,5.45,61.52,91.33,1,0,3,3,4,97.18,47.16,70.79,0,Not Placed,0.0,2024
S0655,Civil,8.78,92.66,79.24,0,1,4,1,2,82.17,95.44,76.45,1,Tech Mahindra,11.78,2026
S0656,Computer,5.64,78.18,54.65,0,2,4,1,3,42.52,44.66,69.73,0,Not Placed,0.0,2024
S0657,Computer,9.13,67.15,68.09,0,2,3,1,7,94.41,95.8,65.17,1,TCS,4.59,2025
S0658,IT,8.91,73.28,82.8,0,1,2,1,7,69.07,82.43,94.3,1,Tech Mahindra,11.43,2025
S0659,Computer,8.54,56.62,85.09,2,2,4,2,3,67.62,59.78,82.33,0,Not Placed,0.0,2025
S0660,Electronics,5.18,60.5,55.32,0,0,3,2,5,73.99,63.45,94.45,0,Not Placed,0.0,2026
S0661,Civil,6.52,87.92,50.0,3,2,2,2,5,48.96,84.45,93.25,1,Wipro,5.08,2026
S0662,IT,6.32,55.0,82.05,3,0,2,0,2,68.15,76.09,71.28,0,Not Placed,0.0,2025
S0663,Computer,6.8,72.91,66.05,0,0,4,2,6,89.87,80.3,81.91,1,Capgemini,6.04,2024
S0664,Electronics,5.44,77.47,61.45,0,0,0,0,6,40.93,63.35,63.33,0,Not Placed,0.0,2026
S0665,Electronics,9.68,57.35,50.58,2,1,5,0,6,56.38,69.27,96.61,0,Not Placed,0.0,2025
S0666,Computer,7.77,96.84,74.31,3,0,1,4,4,40.15,99.39,76.17,0,Not Placed,0.0,2026
S0667,Civil,6.53,64.72,88.3,0,0,4,2,6,64.94,52.84,75.75,0,Not Placed,0.0,2025
S0668,Computer,6.98,68.08,93.09,0,0,2,2,3,83.7,65.07,72.11,0,Not Placed,0.0,2026
S0669,IT,7.24,68.07,75.46,0,0,3,1,7,87.93,57.51,78.43,0,Not Placed,0.0,2026
S0670,Computer,8.0,64.91,73.15,1,1,4,4,7,96.71,85.91,70.07,1,Cognizant,7.91,2026
S0671,Electronics,7.58,55.06,53.83,0,1,2,2,4,76.51,85.84,74.99,1,Capgemini,7.48,2025
S0672,Computer,9.6,86.36,74.7,1,0,3,3,2,55.28,57.55,92.0,1,Tech Mahindra,3.99,2026
S0673,Civil,7.48,96.57,67.1,0,2,0,1,3,95.45,44.88,93.37,0,Not Placed,0.0,2025
S0674,Mechanical,9.96,64.64,77.32,0,2,0,5,7,86.52,40.69,72.17,1,Infosys,8.81,2026
S0675,Computer,9.26,83.51,67.49,0,2,2,3,3,74.47,65.65,78.76,1,Accenture,4.11,2024
S0676,Civil,6.04,86.9,60.81,0,0,3,4,7,81.74,64.62,94.95,1,Capgemini,11.83,2026
S0677,Civil,9.65,91.48,54.27,0,2,1,0,1,95.46,99.3,62.11,1,Deloitte,9.29,2024
S0678,Electronics,5.58,73.17,64.17,0,0,1,1,2,82.74,68.19,95.57,0,Not Placed,0.0,2024
S0679,Civil,9.09,68.03,54.35,0,0,2,1,2,62.1,55.39,68.77,1,Tech Mahindra,6.24,2026
S0680,Civil,6.9,68.99,57.96,0,0,3,1,8,82.78,93.47,87.14,1,TCS,4.62,2024
S0681,Civil,9.39,85.64,94.43,0,2,4,4,1,42.42,69.46,83.3,1,Tech Mahindra,3.41,2026
S0682,Civil,9.34,90.12,69.98,4,0,1,0,4,63.18,75.95,82.12,1,TCS,11.58,2026
S0683,IT,9.03,62.81,73.93,0,0,1,0,7,64.38,45.74,94.37,0,Not Placed,0.0,2026
S0684,IT,8.95,70.95,89.31,0,0,5,1,8,50.01,62.97,64.06,0,Not Placed,0.0,2026
S0685,Electronics,6.52,93.78,94.8,0,2,2,0,7,41.39,96.65,73.88,1,Infosys,11.13,2025
S0686,Computer,5.4,89.69,76.22,4,1,4,1,7,48.0,75.37,81.53,0,Not Placed,0.0,2025
S0687,Civil,7.01,97.35,86.56,0,0,4,3,6,79.28,60.67,92.45,0,Not Placed,0.0,2025
S0688,Computer,5.87,87.43,64.71,1,1,4,2,6,88.14,77.54,68.66,1,Accenture,11.44,2024
S0689,Computer,8.47,71.91,63.76,1,1,1,0,6,99.29,94.62,92.12,1,Accenture,4.37,2025
S0690,Electronics,6.73,80.4,68.12,0,1,4,1,6,60.78,56.44,75.99,0,Not Placed,0.0,2026
S0691,Civil,9.88,83.42,80.26,0,0,4,1,6,75.96,70.31,67.56,1,Deloitte,8.47,2024
S0692,Civil,8.2,58.37,80.7,1,2,3,0,1,96.23,97.52,90.36,1,Capgemini,5.52,2025
S0693,Mechanical,9.11,78.41,64.19,0,0,2,2,2,50.02,50.34,63.64,0,Not Placed,0.0,2026
S0694,Computer,5.66,85.5,55.99,0,1,2,3,4,83.06,83.18,80.59,0,Not Placed,0.0,2024
S0695,Computer,9.31,62.19,78.46,1,0,1,3,3,85.3,76.87,62.56,1,Capgemini,5.62,2024
S0696,IT,9.61,88.57,55.77,0,1,3,3,6,45.34,80.78,74.26,0,Not Placed,0.0,2024
S0697,Mechanical,7.44,80.1,76.03,2,1,3,0,1,91.67,61.07,84.04,0,Not Placed,0.0,2026
S0698,IT,8.03,95.95,81.2,0,1,2,5,8,88.79,58.83,82.24,1,Accenture,3.98,2026
S0699,IT,8.82,56.82,81.53,2,0,3,3,8,42.0,81.05,76.19,1,Infosys,8.75,2026
S0700,IT,5.87,66.41,83.91,0,2,2,4,7,45.47,52.93,77.16,0,Not Placed,0.0,2024
S0701,Electronics,7.51,80.87,89.28,0,0,3,0,4,42.95,65.18,69.07,1,Accenture,9.61,2026
S0702,Electronics,6.99,67.75,72.5,0,1,5,4,8,60.08,51.29,78.24,1,Infosys,10.71,2026
S0703,IT,5.73,85.72,82.86,3,2,1,3,4,70.56,40.5,98.13,0,Not Placed,0.0,2025
S0704,Mechanical,6.84,87.64,77.86,0,1,2,3,4,71.94,98.2,94.02,0,Not Placed,0.0,2025
S0705,Computer,5.34,59.41,58.4,0,2,1,0,1,56.06,65.9,65.81,0,Not Placed,0.0,2026
S0706,Mechanical,5.13,77.1,51.16,0,1,3,3,3,94.7,98.16,61.19,0,Not Placed,0.0,2025
S0707,Civil,5.68,76.88,62.8,0,1,4,5,6,62.1,48.42,97.34,0,Not Placed,0.0,2026
S0708,Electronics,9.82,70.88,69.94,0,2,5,2,4,42.73,75.24,81.07,1,TCS,5.72,2024
S0709,Computer,7.75,95.12,77.77,0,0,2,2,1,58.01,52.06,81.51,1,Cognizant,10.06,2025
S0710,Computer,9.83,90.58,88.25,0,1,5,4,7,71.87,87.4,91.23,1,Capgemini,6.96,2025
S0711,Civil,7.16,84.98,58.83,0,2,1,1,2,64.49,87.02,72.59,0,Not Placed,0.0,2025
S0712,Civil,6.56,85.72,55.65,0,1,3,2,7,56.43,46.76,79.28,0,Not Placed,0.0,2025
S0713,IT,7.53,74.85,93.36,0,0,1,2,1,47.88,94.72,98.75,0,Not Placed,0.0,2026
S0714,Electronics,7.2,94.6,54.86,1,1,4,4,1,89.15,51.68,86.89,0,Not Placed,0.0,2026
S0715,Electronics,5.53,84.87,71.53,0,2,3,0,1,99.77,76.78,66.15,1,Accenture,4.53,2026
S0716,Mechanical,8.2,86.35,76.35,0,3,3,2,4,59.77,99.14,65.33,1,Wipro,9.21,2026
S0717,IT,6.08,92.05,74.36,0,1,4,2,1,62.9,92.94,68.17,0,Not Placed,0.0,2024
S0718,IT,8.1,66.79,53.87,4,1,1,3,2,77.08,97.39,90.67,0,Not Placed,0.0,2026
S0719,IT,8.25,89.7,52.57,3,3,0,2,4,83.11,60.56,71.82,0,Not Placed,0.0,2025
S0720,IT,5.76,63.4,54.75,1,0,4,4,7,63.52,46.33,60.86,0,Not Placed,0.0,2025
S0721,Electronics,5.31,69.85,76.35,0,0,2,4,2,94.3,51.3,97.77,0,Not Placed,0.0,2024
S0722,Electronics,8.9,69.43,74.5,0,2,1,0,8,73.6,70.03,66.79,1,Deloitte,8.38,2024
S0723,IT,7.3,97.08,60.52,0,2,3,1,5,67.02,87.59,60.38,1,Wipro,6.71,2024
S0724,Mechanical,5.29,91.83,78.7,0,2,3,0,7,78.8,49.01,69.49,0,Not Placed,0.0,2024
S0725,Computer,9.97,85.15,86.9,0,1,0,1,1,97.17,79.58,69.4,1,Infosys,9.59,2024
